incident_id,event,timestamp,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at,preproc_priority,preproc_impact,preproc_urgency,duration_process
INC0003577,C,3/4/2016 09:59,False,2.0,0.0,17.0,False,Caller 4389,Opened by  70,7/3/2016 13:58,Created by 47,7/3/2016 14:05,Updated by 908,Phone,Location 204,Category 42,Subcategory 29,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 139,True,True,Do Not Notify,?,?,?,?,code 6,Resolved by 125,29/3/2016 09:51,3/4/2016 09:59,2.0,2.0,2.0,643.9
INC0003580,C,28/3/2016 15:59,False,0.0,0.0,10.0,False,Caller 1057,Opened by  468,7/3/2016 13:58,Created by 188,7/3/2016 14:00,Updated by 908,Phone,Location 161,Category 45,Subcategory 150,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 200,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 182,23/3/2016 15:28,28/3/2016 15:59,2.0,3.0,2.0,505.9899999999999
INC0003586,C,24/3/2016 18:41,False,1.0,0.0,4.0,False,Caller 2138,Opened by  55,7/3/2016 14:01,Created by 30,7/3/2016 14:13,Updated by 908,Phone,Location 91,Category 26,Subcategory 175,Symptom 232,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,True,False,Do Not Notify,?,?,?,?,code 5,Resolved by 227,7/3/2016 15:03,24/3/2016 18:41,2.0,2.0,2.0,412.46
INC0003600,C,24/3/2016 18:50,False,2.0,0.0,5.0,False,Caller 3417,Opened by  108,7/3/2016 14:08,?,?,Updated by 908,Phone,Location 242,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 72,?,True,False,Do Not Notify,?,?,?,?,code 16,Resolved by 99,10/3/2016 09:10,24/3/2016 18:50,2.0,2.0,2.0,412.71000000000004
INC0003603,C,24/3/2016 18:41,False,0.0,0.0,4.0,False,Caller 396,Opened by  17,7/3/2016 14:09,Created by 10,7/3/2016 14:12,Updated by 908,Phone,Location 204,Category 26,Subcategory 275,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,8/3/2016 15:00,24/3/2016 18:41,2.0,2.0,2.0,412.48
INC0003605,C,27/3/2016 09:59,False,0.0,0.0,9.0,False,Caller 5129,Opened by  70,7/3/2016 14:10,Created by 47,7/3/2016 14:15,Updated by 908,Phone,Location 96,Category 45,Subcategory 150,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 200,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 182,22/3/2016 09:23,27/3/2016 09:59,2.0,2.0,2.0,475.73
INC0003606,C,24/3/2016 18:59,False,2.0,0.0,14.0,False,Caller 4729,Opened by  59,7/3/2016 14:11,?,?,Updated by 908,Phone,Location 249,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 186,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 169,18/3/2016 17:17,24/3/2016 18:59,2.0,2.0,2.0,412.80999999999995
INC0003611,C,16/5/2016 17:07,False,0.0,0.0,25.0,False,Caller 5197,Opened by  70,7/3/2016 14:15,Created by 47,7/3/2016 14:17,Updated by 908,Phone,Location 56,Category 45,Subcategory 150,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 139,True,True,Do Not Notify,?,?,?,?,code 6,Resolved by 125,11/5/2016 16:16,16/5/2016 17:07,2.0,1.0,2.0,1682.84
INC0003615,C,2/5/2016 14:07,False,0.0,0.0,23.0,False,Caller 2522,Opened by  468,7/3/2016 14:18,Created by 188,7/3/2016 14:19,Updated by 908,Phone,Location 143,Category 46,Subcategory 150,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 200,True,True,Do Not Notify,?,?,?,?,code 6,Resolved by 182,27/4/2016 13:52,2/5/2016 14:07,2.0,2.0,2.0,1343.8
INC0003623,C,2/4/2016 15:59,False,3.0,0.0,13.0,False,Caller 3766,Opened by  70,7/3/2016 14:23,Created by 47,7/3/2016 14:25,Updated by 908,Phone,Location 204,Category 42,Subcategory 223,Symptom 532,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,True,True,Do Not Notify,?,?,?,?,code 6,Resolved by 177,28/3/2016 15:07,2/4/2016 15:59,2.0,3.0,2.0,625.5699999999999
INC0003625,C,27/3/2016 11:59,False,1.0,0.0,10.0,False,Caller 72,Opened by  70,7/3/2016 14:25,Created by 47,7/3/2016 14:37,Updated by 908,Phone,Location 93,Category 46,Subcategory 255,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 6,Resolver 22,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 20,22/3/2016 11:29,27/3/2016 11:59,2.0,2.0,2.0,477.36
INC0003633,C,24/3/2016 18:41,False,0.0,0.0,1.0,False,Caller 197,Opened by  55,7/3/2016 14:28,?,?,Updated by 908,Phone,Location 70,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 28,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 27,?,24/3/2016 18:41,2.0,3.0,2.0,412.22
INC0003636,C,24/3/2016 18:41,False,0.0,0.0,3.0,False,Caller 3858,Opened by  59,7/3/2016 14:33,?,?,Updated by 908,Phone,Location 161,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 149,True,False,Do Not Notify,?,?,?,?,code 1,Resolved by 133,7/3/2016 15:54,24/3/2016 18:41,2.0,2.0,2.0,412.13
INC0003641,C,14/3/2016 12:00,False,3.0,0.0,8.0,True,Caller 2414,Opened by  59,7/3/2016 14:36,?,?,Updated by 908,Phone,Location 161,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,True,False,Do Not Notify,Problem ID  14,?,?,?,code 7,Resolved by 15,9/3/2016 11:41,14/3/2016 12:00,2.0,2.0,2.0,165.39999999999998
INC0003643,C,24/3/2016 18:59,False,1.0,0.0,11.0,False,Caller 345,Opened by  59,7/3/2016 14:37,Created by 34,7/3/2016 14:40,Updated by 908,Phone,Location 204,Category 26,Subcategory 175,Symptom 120,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 13,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 11,18/3/2016 15:05,24/3/2016 18:59,2.0,2.0,2.0,412.32000000000005
INC0003650,C,24/3/2016 18:41,False,1.0,0.0,4.0,False,Caller 965,Opened by  59,7/3/2016 14:43,Created by 34,7/3/2016 14:46,Updated by 908,Phone,Location 204,Category 26,Subcategory 175,Symptom 120,?,2 - Medium,2 - Medium,3 - Moderate,?,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,9/3/2016 08:26,24/3/2016 18:41,2.0,2.0,2.0,411.90999999999997
INC0003662,C,29/3/2016 16:59,False,2.0,0.0,10.0,False,Caller 608,Opened by  59,7/3/2016 14:53,Created by 34,7/3/2016 14:55,Updated by 908,Phone,Location 204,Category 40,Subcategory 43,Symptom 571,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,True,True,Do Not Notify,?,?,?,?,code 5,Resolved by 113,24/3/2016 16:07,29/3/2016 16:59,2.0,2.0,2.0,530.0699999999999
INC0003666,C,28/3/2016 16:59,False,6.0,0.0,14.0,False,Caller 4638,Opened by  59,7/3/2016 14:56,Created by 34,7/3/2016 15:00,Updated by 908,Phone,Location 204,Category 26,Subcategory 175,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,True,True,Do Not Notify,?,?,?,?,code 6,Resolved by 15,23/3/2016 16:03,28/3/2016 16:59,2.0,2.0,2.0,505.98
INC0003669,C,24/3/2016 18:50,False,1.0,0.0,5.0,False,Caller 919,Opened by  59,7/3/2016 14:58,?,?,Updated by 908,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 69,Resolver 92,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 83,10/3/2016 11:26,24/3/2016 18:50,2.0,2.0,2.0,411.85999999999996
INC0003674,C,24/3/2016 18:50,False,0.0,0.0,4.0,False,Caller 4187,Opened by  386,7/3/2016 15:01,Created by 167,7/3/2016 15:07,Updated by 908,Phone,Location 204,Category 26,Subcategory 164,?,?,2 - Medium,1 - High,2 - High,Group 25,Resolver 125,True,False,Do Not Notify,?,?,?,?,code 5,Resolved by 113,11/3/2016 12:10,24/3/2016 18:50,3.0,1.0,3.0,411.73
INC0003676,C,24/3/2016 18:41,False,1.0,0.0,6.0,False,Caller 34,Opened by  108,7/3/2016 15:03,?,?,Updated by 908,Phone,Location 143,Category 45,Subcategory 200,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 189,8/3/2016 01:23,24/3/2016 18:41,2.0,3.0,2.0,411.64
INC0003710,C,24/3/2016 18:41,False,1.0,0.0,4.0,False,Caller 3700,Opened by  59,7/3/2016 15:27,Created by 34,7/3/2016 15:38,Updated by 908,Phone,Location 51,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,?,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,9/3/2016 14:54,24/3/2016 18:41,2.0,1.0,2.0,411.04999999999995
INC0003712,C,24/3/2016 18:50,False,2.0,0.0,8.0,False,Caller 340,Opened by  108,7/3/2016 15:28,?,?,Updated by 908,Phone,Location 232,Category 32,Subcategory 9,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 203,True,False,Do Not Notify,?,?,?,?,code 5,Resolved by 184,9/3/2016 22:00,24/3/2016 18:50,2.0,2.0,2.0,411.37
INC0003720,C,24/3/2016 18:41,False,1.0,0.0,5.0,False,Caller 1732,Opened by  59,7/3/2016 15:40,Created by 34,7/3/2016 15:45,Updated by 908,Phone,Location 204,Category 53,Subcategory 117,Symptom 509,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,9/3/2016 09:45,24/3/2016 18:41,2.0,2.0,2.0,410.93
INC0003722,C,24/3/2016 18:41,False,0.0,0.0,3.0,False,Caller 639,Opened by  301,7/3/2016 15:42,Created by 129,7/3/2016 15:47,Updated by 908,Phone,Location 161,Category 23,Subcategory 75,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 24,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 22,8/3/2016 08:38,24/3/2016 18:41,2.0,2.0,2.0,410.90000000000003
INC0003732,C,11/4/2016 13:59,False,4.0,0.0,24.0,False,Caller 2542,Opened by  59,7/3/2016 15:46,Created by 34,7/3/2016 15:50,Updated by 908,Phone,Location 38,Category 9,Subcategory 145,Symptom 466,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,True,True,Do Not Notify,?,?,?,?,code 6,Resolved by 30,6/4/2016 13:31,11/4/2016 13:59,2.0,3.0,2.0,838.1600000000001
INC0003773,C,24/3/2016 18:41,False,1.0,0.0,11.0,False,Caller 5269,Opened by  59,7/3/2016 16:49,Created by 34,7/3/2016 16:55,Updated by 908,Phone,Location 64,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,9/3/2016 15:34,24/3/2016 18:41,2.0,2.0,2.0,409.78000000000003
INC0003780,C,25/4/2016 10:07,False,3.0,0.0,20.0,False,Caller 1029,Opened by  59,7/3/2016 16:56,?,?,Updated by 908,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 198,True,True,Do Not Notify,?,?,?,?,code 6,Resolved by 180,20/4/2016 09:28,25/4/2016 10:07,2.0,2.0,2.0,1169.1800000000003
INC0003786,C,24/3/2016 18:50,False,3.0,0.0,6.0,False,Caller 5127,Opened by  108,7/3/2016 17:01,Created by 52,7/3/2016 17:06,Updated by 908,Phone,Location 143,Category 26,Subcategory 175,Symptom 120,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,True,False,Do Not Notify,?,?,?,?,code 11,Resolved by 215,11/3/2016 15:20,24/3/2016 18:50,2.0,2.0,2.0,409.73
INC0003788,C,4/4/2016 14:59,False,7.0,0.0,21.0,False,Caller 1995,?,7/3/2016 17:03,?,?,Updated by 908,Phone,Location 96,Category 24,Subcategory 30,Symptom 51,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,True,True,Do Not Notify,?,?,?,?,code 6,Resolved by 11,30/3/2016 14:33,4/4/2016 14:59,2.0,2.0,2.0,669.94
INC0003815,C,24/3/2016 18:41,False,1.0,0.0,3.0,True,Caller 1902,Opened by  239,7/3/2016 18:03,Created by 107,7/3/2016 18:05,Updated by 908,Phone,Location 204,Category 53,Subcategory 303,Symptom 232,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 200,7/3/2016 18:49,24/3/2016 18:41,2.0,3.0,2.0,408.6
INC0003842,C,28/3/2016 15:59,False,3.0,0.0,10.0,False,Caller 3933,Opened by  58,7/3/2016 23:02,Created by 31,7/3/2016 23:05,Updated by 908,Phone,Location 143,Category 45,Subcategory 200,Symptom 257,?,2 - Medium,2 - Medium,3 - Moderate,Group 48,Resolver 74,True,True,Do Not Notify,?,?,?,?,code 8,Resolved by 67,23/3/2016 15:11,28/3/2016 15:59,2.0,2.0,2.0,496.91
INC0003845,C,26/3/2016 09:59,False,0.0,0.0,7.0,False,Caller 491,Opened by  8,7/3/2016 23:43,Created by 6,7/3/2016 23:50,Updated by 908,Phone,Location 204,Category 26,Subcategory 175,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 13,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 11,21/3/2016 09:49,26/3/2016 09:59,2.0,2.0,2.0,442.15000000000003
INC0003851,C,24/3/2016 18:41,False,0.0,0.0,2.0,False,Caller 3207,Opened by  8,8/3/2016 00:33,?,?,Updated by 908,Phone,Location 108,Category 45,Subcategory 223,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 5,8/3/2016 00:49,24/3/2016 18:41,2.0,2.0,2.0,402.14
INC0003854,C,24/3/2016 18:41,False,0.0,0.0,2.0,False,Caller 2475,Opened by  443,8/3/2016 00:41,?,?,Updated by 908,Phone,Location 161,Category 45,Subcategory 200,Symptom 8,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 189,8/3/2016 00:44,24/3/2016 18:41,2.0,2.0,2.0,402.0
INC0003859,C,24/3/2016 18:41,False,0.0,0.0,4.0,False,Caller 5406,Opened by  8,8/3/2016 00:55,?,?,Updated by 908,Phone,Location 143,Category 37,Subcategory 135,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 65,Resolver 2,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 2,8/3/2016 08:33,24/3/2016 18:41,2.0,2.0,2.0,401.77
INC0003870,C,24/3/2016 18:41,False,1.0,0.0,4.0,False,Caller 1770,Opened by  397,8/3/2016 03:34,Created by 171,8/3/2016 03:38,Updated by 908,Phone,Location 143,Category 55,Subcategory 170,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 56,Resolver 169,True,False,Do Not Notify,?,?,?,?,code 5,Resolved by 152,8/3/2016 14:36,24/3/2016 18:41,2.0,2.0,2.0,399.05
INC0003873,C,24/3/2016 18:41,False,1.0,0.0,6.0,False,Caller 207,Opened by  443,8/3/2016 03:42,Created by 192,8/3/2016 03:46,Updated by 908,Phone,Location 161,Category 55,Subcategory 170,Symptom 571,?,2 - Medium,2 - Medium,3 - Moderate,Group 56,Resolver 169,True,False,Do Not Notify,?,?,?,?,code 5,Resolved by 152,8/3/2016 14:31,24/3/2016 18:41,2.0,2.0,2.0,398.92
INC0003884,C,24/3/2016 18:41,False,0.0,0.0,4.0,False,Caller 4093,Opened by  17,8/3/2016 05:45,Created by 10,8/3/2016 05:54,Updated by 908,Phone,Location 108,Category 45,Subcategory 200,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 33,Resolver 159,True,False,Do Not Notify,?,?,?,?,code 1,Resolved by 143,8/3/2016 10:21,24/3/2016 18:41,2.0,2.0,2.0,396.77
INC0003891,C,8/3/2016 10:52,False,0.0,0.0,2.0,True,Caller 2010,Opened by  8,8/3/2016 07:33,?,?,Updated by 823,Phone,Location 143,Category 26,Subcategory 175,Symptom 232,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 200,8/3/2016 10:52,8/3/2016 10:52,2.0,2.0,2.0,3.32
INC0003906,C,24/3/2016 18:41,False,1.0,0.0,5.0,False,Caller 1701,Opened by  59,8/3/2016 08:06,Created by 34,8/3/2016 08:15,Updated by 908,Phone,Location 12,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,?,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,9/3/2016 15:25,24/3/2016 18:41,2.0,2.0,2.0,394.44
INC0003915,C,24/3/2016 18:50,False,3.0,0.0,6.0,False,Caller 2215,Opened by  17,8/3/2016 08:12,Created by 10,8/3/2016 08:15,Updated by 908,Phone,Location 143,Category 26,Subcategory 175,Symptom 571,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 215,11/3/2016 15:21,24/3/2016 18:50,2.0,2.0,2.0,394.58000000000004
INC0003919,C,24/3/2016 18:41,False,2.0,0.0,7.0,True,Caller 1683,Opened by  131,8/3/2016 08:17,Created by 62,8/3/2016 08:19,Updated by 908,Phone,Location 96,Category 45,Subcategory 200,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 39,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,8/3/2016 15:23,24/3/2016 18:41,1.0,1.0,1.0,394.37
INC0003921,C,28/3/2016 15:59,False,0.0,0.0,11.0,False,Caller 4326,Opened by  8,8/3/2016 08:18,Created by 6,8/3/2016 08:21,Updated by 908,Phone,Location 128,Category 53,Subcategory 20,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 44,True,True,Do Not Notify,?,?,?,?,code 1,Resolved by 41,23/3/2016 15:48,28/3/2016 15:59,2.0,2.0,2.0,487.64
INC0003927,C,24/3/2016 18:59,False,1.0,0.0,13.0,False,Caller 678,Opened by  8,8/3/2016 08:22,Created by 6,8/3/2016 08:27,Updated by 908,Phone,Location 91,Category 24,Subcategory 164,Symptom 472,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,True,False,Do Not Notify,?,?,?,?,code 8,Resolved by 227,15/3/2016 15:31,24/3/2016 18:59,2.0,2.0,2.0,394.52
INC0003935,C,26/3/2016 14:59,False,1.0,0.0,11.0,False,Caller 477,Opened by  59,8/3/2016 08:27,Created by 34,8/3/2016 08:37,Updated by 908,Phone,Location 204,Category 20,Subcategory 125,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,21/3/2016 14:06,26/3/2016 14:59,2.0,2.0,2.0,438.35
INC0003936,C,24/3/2016 18:41,False,0.0,0.0,5.0,False,Caller 1501,Opened by  8,8/3/2016 08:27,Created by 6,8/3/2016 08:31,Updated by 908,Phone,Location 108,Category 23,Subcategory 3,Symptom 471,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 196,8/3/2016 13:57,24/3/2016 18:41,2.0,2.0,2.0,394.16
INC0003940,C,24/3/2016 18:50,False,1.0,0.0,6.0,False,Caller 4761,?,8/3/2016 08:29,Created by 89,8/3/2016 08:34,Updated by 908,Phone,Location 204,Category 42,Subcategory 31,Symptom 509,?,2 - Medium,2 - Medium,3 - Moderate,Group 46,Resolver 83,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 76,14/3/2016 09:33,24/3/2016 18:50,2.0,2.0,2.0,394.26
INC0003948,C,24/3/2016 18:50,False,3.0,0.0,6.0,False,Caller 56,Opened by  40,8/3/2016 08:35,Created by 20,8/3/2016 08:39,Updated by 908,Phone,Location 143,Category 26,Subcategory 175,Symptom 120,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,True,False,Do Not Notify,?,?,?,?,code 11,Resolved by 215,11/3/2016 15:26,24/3/2016 18:50,2.0,3.0,2.0,394.17999999999995
INC0003952,C,26/3/2016 14:59,False,4.0,0.0,15.0,False,Caller 5561,Opened by  59,8/3/2016 08:36,Created by 34,8/3/2016 08:40,Updated by 908,Phone,Location 161,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,True,False,Do Not Notify,Problem ID  14,?,?,?,code 6,Resolved by 15,21/3/2016 14:07,26/3/2016 14:59,2.0,1.0,2.0,438.33
INC0003956,C,15/3/2016 10:00,False,1.0,0.0,6.0,True,Caller 2755,Opened by  131,8/3/2016 08:38,?,?,Updated by 908,Phone,Location 108,Category 53,Subcategory 168,Symptom 607,?,2 - Medium,2 - Medium,3 - Moderate,Group 72,?,True,False,Do Not Notify,Problem ID  14,?,?,?,code 7,Resolved by 66,10/3/2016 09:02,15/3/2016 10:00,2.0,1.0,2.0,169.37
INC0003968,C,24/3/2016 18:59,False,1.0,0.0,10.0,False,Caller 4005,Opened by  501,8/3/2016 08:45,Created by 216,8/3/2016 09:02,Updated by 908,Phone,Location 143,Category 26,Subcategory 175,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 13,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 11,18/3/2016 10:13,24/3/2016 18:59,2.0,2.0,2.0,393.95000000000005
INC0003973,C,24/3/2016 18:50,False,2.0,0.0,7.0,True,Caller 3747,Opened by  131,8/3/2016 08:48,?,?,Updated by 908,Phone,Location 204,Category 61,Subcategory 164,Symptom 607,?,3 - Low,3 - Low,4 - Low,Group 73,Resolver 198,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 180,10/3/2016 11:07,24/3/2016 18:50,1.0,1.0,1.0,394.03000000000003
INC0003974,C,27/3/2016 13:59,False,4.0,0.0,14.0,False,Caller 2927,Opened by  40,8/3/2016 08:49,Created by 20,8/3/2016 08:54,Updated by 908,Phone,Location 143,Category 24,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,True,True,Do Not Notify,?,?,?,?,code 6,Resolved by 215,22/3/2016 13:36,27/3/2016 13:59,2.0,2.0,2.0,461.09
INC0003976,C,26/3/2016 12:59,False,2.0,0.0,10.0,False,Caller 1414,Opened by  17,8/3/2016 08:49,?,?,Updated by 908,Phone,Location 55,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 149,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 133,21/3/2016 12:40,26/3/2016 12:59,2.0,2.0,2.0,436.17
INC0003981,C,24/3/2016 18:41,False,1.0,0.0,4.0,False,Caller 398,Opened by  180,8/3/2016 08:53,Created by 81,8/3/2016 08:54,Updated by 908,Phone,Location 43,Category 44,Subcategory 54,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,8/3/2016 10:54,24/3/2016 18:41,2.0,3.0,2.0,393.78
INC0003982,C,18/12/2016 18:00,False,4.0,1.0,117.0,False,Caller 3352,Opened by  59,8/3/2016 08:54,Created by 34,8/3/2016 08:58,Updated by 908,Phone,Location 69,Category 37,Subcategory 135,Symptom 257,?,2 - Medium,2 - Medium,3 - Moderate,Group 47,Resolver 117,True,True,Do Not Notify,?,?,?,?,code 6,Resolved by 106,13/12/2016 17:54,18/12/2016 18:00,2.0,2.0,2.0,6849.06
INC0004000,C,24/3/2016 18:41,False,0.0,0.0,2.0,False,Caller 373,Opened by  402,8/3/2016 09:04,Created by 172,8/3/2016 09:13,Updated by 908,Phone,Location 204,Category 45,Subcategory 200,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,8/3/2016 15:26,24/3/2016 18:41,2.0,2.0,2.0,393.47
INC0004002,C,24/3/2016 18:50,False,3.0,0.0,6.0,False,Caller 2631,Opened by  59,8/3/2016 09:06,Created by 34,8/3/2016 09:09,Updated by 908,Phone,Location 143,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 215,10/3/2016 11:25,24/3/2016 18:50,2.0,2.0,2.0,393.68
INC0004003,C,24/3/2016 18:50,False,1.0,0.0,6.0,False,Caller 1214,Opened by  40,8/3/2016 09:06,Created by 20,8/3/2016 09:13,Updated by 908,Phone,Location 93,Category 26,Subcategory 164,Symptom 571,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 15,10/3/2016 09:13,24/3/2016 18:50,2.0,1.0,2.0,393.61
INC0004004,C,24/3/2016 18:41,False,1.0,0.0,6.0,False,Caller 4175,Opened by  59,8/3/2016 09:06,Created by 34,8/3/2016 09:11,Updated by 908,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,?,True,False,Do Not Notify,?,?,?,?,code 6,?,9/3/2016 09:18,24/3/2016 18:41,2.0,1.0,2.0,393.51
INC0004005,C,24/3/2016 18:41,False,0.0,0.0,4.0,False,Caller 1873,Opened by  174,8/3/2016 09:07,Created by 79,8/3/2016 09:11,Updated by 908,Phone,Location 108,Category 9,Subcategory 164,Symptom 113,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 34,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 33,8/3/2016 15:33,24/3/2016 18:41,2.0,2.0,2.0,393.49
INC0004008,C,24/3/2016 18:41,False,1.0,0.0,3.0,False,Caller 1355,Opened by  59,8/3/2016 09:12,?,?,Updated by 908,Phone,Location 204,Category 42,Subcategory 106,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,8/3/2016 15:44,24/3/2016 18:41,2.0,2.0,2.0,393.47999999999996
INC0004018,C,24/3/2016 18:41,False,0.0,0.0,5.0,False,Caller 3612,Opened by  501,8/3/2016 09:19,Created by 216,8/3/2016 09:28,Updated by 908,Phone,Location 108,Category 9,Subcategory 145,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 34,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 33,8/3/2016 14:37,24/3/2016 18:41,2.0,2.0,2.0,393.21999999999997
INC0004028,C,24/3/2016 18:41,False,1.0,0.0,4.0,False,Caller 2535,Opened by  59,8/3/2016 09:26,Created by 34,8/3/2016 09:29,Updated by 908,Phone,Location 44,Category 32,Subcategory 300,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 31,Resolver 182,True,False,Do Not Notify,?,?,?,?,code 8,Resolved by 165,9/3/2016 10:00,24/3/2016 18:41,2.0,2.0,2.0,393.2
