incident_id,event,timestamp,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at,preproc_priority,preproc_impact,preproc_urgency,duration_process,gt1,gt2,gt3,gt4
INC0006108,C,24/3/2016 18:51,False,1,0,4,False,Caller 2283,Opened by  59,11/3/2016 14:58,Created by 34,11/3/2016 15:09,Updated by 908,Phone,Location 204,Category 34,Subcategory 134,Symptom 102,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,11/3/2016 17:30,24/3/2016 18:51,2,2,2,315.70000000000005,42.72,64.08,631,10.68
INC0006127,C,24/3/2016 18:51,False,2,0,7,False,Caller 1250,Opened by  40,11/3/2016 15:17,Created by 20,11/3/2016 15:23,Updated by 908,Phone,Location 143,Category 46,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 33,Resolver 216,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 197,14/3/2016 17:37,24/3/2016 18:51,2,2,2,315.46999999999997,48.06,128.16,946,16.02
INC0006175,C,24/3/2016 18:51,False,4,0,7,False,Caller 1151,Opened by  17,11/3/2016 16:14,Created by 10,11/3/2016 16:20,Updated by 908,Phone,Location 204,Category 32,Subcategory 300,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 15,14/3/2016 13:34,24/3/2016 18:51,2,2,2,314.51,80.1,213.6,1573,26.7
INC0006183,C,28/3/2016 09:59,False,1,0,9,False,Caller 3986,Opened by  108,11/3/2016 16:25,?,?,Updated by 908,Phone,Location 179,Category 61,Subcategory 36,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 198,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 180,23/3/2016 09:02,28/3/2016 09:59,2,2,2,401.57,53.4,64.08,803,10.68
INC0006191,C,24/3/2016 18:51,False,4,0,8,False,Caller 3386,Opened by  390,11/3/2016 16:32,Created by 169,11/3/2016 16:42,Updated by 908,Phone,Location 204,Category 26,Subcategory 275,Symptom 54,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 15,14/3/2016 17:00,24/3/2016 18:51,2,2,2,314.15,133.5,240.29999999999998,1571,26.7
INC0006245,C,24/3/2016 18:51,False,0,0,3,False,Caller 5588,Opened by  47,11/3/2016 23:11,Created by 25,11/3/2016 23:19,Updated by 908,Phone,Location 204,Category 46,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 183,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,14/3/2016 11:21,24/3/2016 18:51,2,2,2,307.53,5.34,37.379999999999995,308,5.34
INC0006270,C,12/4/2016 08:59,False,1,0,14,False,Caller 68,Opened by  8,12/3/2016 11:09,Created by 6,12/3/2016 11:16,Updated by 908,Phone,Location 46,Category 42,Subcategory 29,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 37,Resolver 153,False,True,Do Not Notify,?,?,?,?,code 8,Resolved by 137,7/4/2016 08:29,12/4/2016 08:59,2,2,2,741.72,53.4,74.75999999999999,1483,10.68
INC0006303,C,24/3/2016 18:51,False,0,0,2,True,Caller 5320,Opened by  131,13/3/2016 06:21,?,?,Updated by 908,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,?,3 - Low,3 - Low,4 - Low,Group 70,Resolver 73,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 66,13/3/2016 07:06,24/3/2016 18:51,1,1,1,276.5,13.35,24.03,276,2.67
INC0006322,C,24/3/2016 18:51,False,1,0,3,False,Caller 2814,Opened by  55,13/3/2016 12:13,Created by 30,13/3/2016 16:09,Updated by 908,Phone,Location 204,Category 57,Subcategory 170,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 56,Resolver 167,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 150,14/3/2016 09:20,24/3/2016 18:51,2,2,2,266.71000000000004,10.68,64.08,533,10.68
INC0006354,C,24/3/2016 19:00,False,6,0,10,False,Caller 4883,Opened by  8,14/3/2016 01:15,?,?,Updated by 908,Phone,Location 204,Category 57,Subcategory 170,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 65,Resolver 197,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 179,16/3/2016 09:29,24/3/2016 19:00,2,2,2,257.76,112.13999999999999,224.27999999999997,1804,37.379999999999995
INC0006395,C,24/3/2016 18:52,False,0,0,2,True,Caller 5348,Opened by  131,14/3/2016 08:15,Created by 62,14/3/2016 08:17,Updated by 908,Phone,Location 93,Category 46,Subcategory 223,Symptom 491,?,3 - Low,3 - Low,4 - Low,Group 39,Resolver 183,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,14/3/2016 12:12,24/3/2016 18:52,1,1,1,250.58999999999997,2.67,24.03,251,2.67
INC0006403,C,24/3/2016 19:00,False,0,0,3,False,Caller 4246,Opened by  247,14/3/2016 08:24,Created by 120,14/3/2016 08:29,Updated by 908,Phone,Location 232,Category 57,Subcategory 270,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 34,Resolver 159,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 143,15/3/2016 13:40,24/3/2016 19:00,2,2,2,250.51000000000002,16.02,26.7,251,5.34
INC0006442,C,14/6/2016 17:07,False,3,0,35,False,Caller 3986,Opened by  397,14/3/2016 08:53,?,?,Updated by 908,Phone,Location 179,Category 37,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 72,Resolver 48,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 98,9/6/2016 16:51,14/6/2016 17:07,2,2,2,2216.23,42.72,149.51999999999998,8865,21.36
INC0006473,C,24/3/2016 19:00,False,1,0,7,False,Caller 1452,Opened by  397,14/3/2016 09:18,Created by 171,14/3/2016 09:21,Updated by 908,Phone,Location 204,Category 37,Subcategory 135,Symptom 118,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 227,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 206,15/3/2016 10:16,24/3/2016 19:00,2,2,2,249.64999999999998,53.4,96.12,499,10.68
INC0006495,C,24/3/2016 18:52,False,1,0,4,False,Caller 2498,Opened by  397,14/3/2016 09:37,Created by 171,14/3/2016 09:45,Updated by 908,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 15,14/3/2016 13:14,24/3/2016 18:52,2,2,2,249.10999999999999,42.72,74.75999999999999,498,10.68
INC0006499,C,24/3/2016 18:52,False,0,0,5,False,Caller 5121,Opened by  397,14/3/2016 09:40,Created by 171,14/3/2016 09:44,Updated by 908,Phone,Location 161,Category 9,Subcategory 164,Symptom 117,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 227,14/3/2016 14:25,24/3/2016 18:52,2,2,2,249.13,5.34,26.7,249,5.34
INC0006537,C,24/3/2016 18:52,False,1,0,4,False,Caller 4716,Opened by  17,14/3/2016 10:15,Created by 10,14/3/2016 10:22,Updated by 908,Phone,Location 161,Category 20,Subcategory 103,Symptom 116,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 15,14/3/2016 13:07,24/3/2016 18:52,2,2,2,248.49,32.04,74.75999999999999,497,10.68
INC0006634,C,24/3/2016 18:52,False,0,0,5,False,Caller 3641,Opened by  17,14/3/2016 11:24,Created by 10,14/3/2016 11:25,Updated by 908,Phone,Location 161,Category 9,Subcategory 110,Symptom 102,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 24,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 22,14/3/2016 14:38,24/3/2016 18:52,2,2,2,247.45,5.34,48.06,247,5.34
INC0006647,C,24/3/2016 19:00,False,1,1,9,False,Caller 392,Opened by  500,14/3/2016 11:44,Created by 217,14/3/2016 11:48,Updated by 908,Phone,Location 43,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 23,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 21,15/3/2016 01:21,24/3/2016 19:00,2,2,2,247.21,21.36,53.4,494,10.68
INC0006669,C,28/3/2016 15:59,False,1,0,7,False,Caller 2482,Opened by  17,14/3/2016 12:08,Created by 10,14/3/2016 12:12,Updated by 908,Phone,Location 143,Category 37,Subcategory 135,Symptom 87,?,2 - Medium,2 - Medium,3 - Moderate,Group 48,Resolver 74,False,True,Do Not Notify,?,?,?,?,code 8,Resolved by 67,23/3/2016 15:33,28/3/2016 15:59,2,2,2,339.78,32.04,64.08,680,10.68
INC0006671,C,26/3/2016 11:59,False,1,0,7,False,Caller 2435,Opened by  108,14/3/2016 12:09,Created by 52,14/3/2016 12:11,Updated by 908,Phone,Location 161,Category 20,Subcategory 103,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 13,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 11,21/3/2016 11:25,26/3/2016 11:59,2,2,2,287.8,10.68,96.12,576,10.68
INC0006724,C,24/3/2016 18:52,False,0,0,2,False,Caller 3222,Opened by  501,14/3/2016 13:24,Created by 216,14/3/2016 13:28,Updated by 908,Phone,Location 204,Category 46,Subcategory 243,Symptom 247,?,2 - Medium,2 - Medium,3 - Moderate,Group 57,Resolver 101,False,False,Do Not Notify,?,?,?,?,code 1,Resolved by 91,14/3/2016 17:08,24/3/2016 18:52,2,2,2,245.39999999999998,16.02,42.72,245,5.34
INC0006735,C,24/3/2016 19:00,False,3,0,8,False,Caller 4420,Opened by  17,14/3/2016 13:33,Created by 10,14/3/2016 13:48,Updated by 908,Phone,Location 55,Category 46,Subcategory 208,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 183,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,15/3/2016 09:40,24/3/2016 19:00,2,2,2,245.19,85.44,106.8,981,21.36
INC0006801,C,11/4/2016 16:59,False,1,0,12,False,Caller 1887,Opened by  253,14/3/2016 14:41,Created by 119,14/3/2016 14:45,Updated by 908,Phone,Location 51,Category 46,Subcategory 258,Symptom 277,?,2 - Medium,2 - Medium,3 - Moderate,Group 6,Resolver 176,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 159,6/4/2016 16:25,11/4/2016 16:59,2,2,2,674.23,42.72,53.4,1348,10.68
INC0006816,C,24/3/2016 18:52,False,0,0,4,False,Caller 1207,Opened by  17,14/3/2016 14:55,Created by 10,14/3/2016 14:59,Updated by 908,Phone,Location 108,Category 9,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 34,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 33,14/3/2016 15:11,24/3/2016 18:52,2,2,2,243.89000000000001,10.68,26.7,244,5.34
INC0006844,C,24/3/2016 18:52,False,0,0,4,False,Caller 470,Opened by  460,14/3/2016 15:34,Created by 199,14/3/2016 15:35,Updated by 908,Phone,Location 93,Category 24,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 196,14/3/2016 16:05,24/3/2016 18:52,2,2,2,243.28,16.02,48.06,243,5.34
INC0006851,C,24/3/2016 19:00,False,1,0,4,False,Caller 3072,Opened by  40,14/3/2016 15:40,Created by 20,14/3/2016 15:57,Updated by 908,Phone,Location 33,Category 20,Subcategory 125,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 15,17/3/2016 09:44,24/3/2016 19:00,2,2,2,243.05,53.4,64.08,486,10.68
INC0006911,C,24/3/2016 19:00,False,1,0,6,False,Caller 2429,Opened by  108,14/3/2016 17:14,Created by 52,14/3/2016 17:22,Updated by 908,Phone,Location 46,Category 37,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 50,Resolver 82,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 106,16/3/2016 09:20,24/3/2016 19:00,2,2,2,241.63,32.04,64.08,483,10.68
INC0006928,C,26/3/2016 08:59,False,5,0,10,False,Caller 5437,Opened by  17,14/3/2016 17:45,Created by 10,14/3/2016 17:51,Updated by 908,Phone,Location 204,Category 37,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 15,21/3/2016 08:49,26/3/2016 08:59,2,2,2,279.15,32.04,256.32,1675,32.04
INC0006972,C,24/3/2016 19:00,False,1,0,6,False,Caller 5016,Opened by  8,15/3/2016 06:55,Created by 6,15/3/2016 07:06,Updated by 908,Phone,Location 51,Category 26,Subcategory 175,Symptom 120,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,17/3/2016 10:59,24/3/2016 19:00,2,2,2,227.9,42.72,96.12,456,10.68
INC0006997,C,26/3/2016 13:59,False,7,0,13,False,Caller 93,Opened by  501,15/3/2016 08:16,?,?,Updated by 908,Phone,Location 161,Category 28,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 11,21/3/2016 13:15,26/3/2016 13:59,2,2,2,269.71000000000004,213.6,213.6,2158,42.72
INC0007028,C,20/3/2016 11:01,False,0,0,8,True,Caller 5149,Opened by  24,15/3/2016 08:38,?,?,Updated by 908,Phone,Location 51,Category 26,Subcategory 175,Symptom 120,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,False,Do Not Notify,Problem ID  32,?,?,?,code 8,Resolved by 11,15/3/2016 10:48,20/3/2016 11:01,2,2,2,122.39,10.68,37.379999999999995,122,5.34
INC0007034,C,24/3/2016 19:00,False,1,0,5,False,Caller 536,Opened by  131,15/3/2016 08:43,Created by 62,15/3/2016 08:47,Updated by 908,Phone,Location 204,Category 37,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 46,Resolver 83,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 76,15/3/2016 15:14,24/3/2016 19:00,2,2,2,226.22,10.68,53.4,452,10.68
INC0007046,C,24/3/2016 19:00,False,0,0,2,True,Caller 934,Opened by  131,15/3/2016 08:51,?,?,Updated by 908,Phone,Location 111,Category 32,Subcategory 9,Symptom 491,?,3 - Low,3 - Low,4 - Low,Group 70,Resolver 73,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 66,15/3/2016 08:58,24/3/2016 19:00,1,1,1,226.15,10.68,18.689999999999998,226,2.67
INC0007086,C,24/3/2016 19:00,False,0,0,2,False,Caller 4270,Opened by  24,15/3/2016 09:25,Created by 13,15/3/2016 09:26,Updated by 908,Phone,Location 204,Category 37,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,15/3/2016 09:27,24/3/2016 19:00,2,2,2,225.57000000000002,21.36,42.72,226,5.34
INC0007091,C,24/3/2016 19:00,False,0,0,2,False,Caller 4414,Opened by  433,15/3/2016 09:28,Created by 190,15/3/2016 09:33,Updated by 908,Phone,Location 51,Category 46,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 183,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,15/3/2016 15:33,24/3/2016 19:00,2,2,2,225.45,5.34,48.06,225,5.34
INC0007115,C,27/3/2016 09:59,False,2,0,9,False,Caller 502,Opened by  501,15/3/2016 09:57,Created by 216,15/3/2016 10:00,Updated by 908,Phone,Location 204,Category 53,Subcategory 127,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 15,22/3/2016 09:51,27/3/2016 09:59,2,2,2,287.98,48.06,112.14,864,16.02
INC0007170,C,26/3/2016 07:59,False,2,0,6,False,Caller 386,Opened by  17,15/3/2016 10:49,Created by 10,15/3/2016 10:56,Updated by 908,Phone,Location 161,Category 42,Subcategory 31,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 177,21/3/2016 07:57,26/3/2016 07:59,2,2,2,261.05,48.06,80.1,783,16.02
INC0007306,C,27/3/2016 16:59,False,2,0,21,False,Caller 5271,Opened by  397,15/3/2016 13:36,Created by 171,15/3/2016 13:39,Updated by 908,Phone,Location 108,Category 26,Subcategory 175,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 153,22/3/2016 16:12,27/3/2016 16:59,2,2,2,291.33000000000004,48.06,80.1,874,16.02
INC0007368,C,3/4/2016 09:59,False,1,0,10,False,Caller 4177,Opened by  397,15/3/2016 15:11,?,?,Updated by 908,Phone,Location 93,Category 53,Subcategory 114,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 203,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 158,29/3/2016 09:20,3/4/2016 09:59,2,2,2,450.78999999999996,53.4,96.12,902,10.68
INC0007375,C,24/3/2016 19:01,False,4,0,7,False,Caller 2949,Opened by  386,15/3/2016 15:19,Created by 167,15/3/2016 15:24,Updated by 908,Phone,Location 93,Category 42,Subcategory 224,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 55,Resolver 84,False,False,Do Not Notify,?,?,?,?,code 8,Resolved by 77,17/3/2016 08:46,24/3/2016 19:01,2,2,2,219.62,133.5,186.9,1098,26.7
INC0007384,C,29/3/2016 09:59,False,1,0,12,False,Caller 4495,Opened by  108,15/3/2016 15:29,Created by 52,15/3/2016 15:32,Updated by 908,Phone,Location 143,Category 35,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 15,24/3/2016 09:41,29/3/2016 09:59,2,2,2,330.44,53.4,96.12,661,10.68
INC0007469,C,4/4/2016 12:59,False,1,0,9,False,Caller 3374,Opened by  305,15/3/2016 18:09,Created by 130,15/3/2016 18:18,Updated by 908,Phone,Location 108,Category 46,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 55,Resolver 84,False,True,Do Not Notify,?,?,?,?,code 8,Resolved by 77,30/3/2016 12:46,4/4/2016 12:59,2,2,2,474.68999999999994,42.72,85.44,949,10.68
INC0007578,C,24/3/2016 19:01,False,7,0,13,True,Caller 4354,Opened by  131,16/3/2016 09:12,Created by 62,16/3/2016 09:19,Updated by 908,Phone,Location 143,Category 57,Subcategory 185,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 15,18/3/2016 09:07,24/3/2016 19:01,2,2,2,201.70000000000002,128.16,256.32,1614,42.72
INC0007592,C,3/4/2016 16:59,False,1,0,7,False,Caller 3419,Opened by  17,16/3/2016 09:19,?,?,Updated by 908,Phone,Location 43,Category 61,Subcategory 283,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 198,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 180,29/3/2016 16:13,3/4/2016 16:59,2,2,2,439.66999999999996,10.68,74.75999999999999,879,10.68
INC0007603,C,24/3/2016 19:01,False,3,0,7,True,Caller 4266,Opened by  397,16/3/2016 09:32,Created by 171,16/3/2016 09:40,Updated by 908,Phone,Location 204,Category 37,Subcategory 135,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 46,Resolver 83,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 76,17/3/2016 11:34,24/3/2016 19:01,2,2,2,201.35999999999999,21.36,149.51999999999998,805,21.36
INC0007618,C,24/3/2016 19:01,False,0,0,1,True,Caller 4584,Opened by  17,16/3/2016 09:43,?,?,Updated by 908,Phone,Location 161,Category 40,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 11,?,24/3/2016 19:01,2,2,2,201.3,21.36,42.72,201,5.34
INC0007641,C,26/3/2016 09:59,False,1,0,5,True,Caller 93,Opened by  131,16/3/2016 10:09,Created by 62,16/3/2016 10:26,Updated by 908,Phone,Location 161,Category 13,Subcategory 174,Symptom 491,?,3 - Low,3 - Low,4 - Low,?,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 15,21/3/2016 09:45,26/3/2016 09:59,1,1,1,239.54000000000002,5.34,48.06,479,5.34
INC0007645,C,24/3/2016 19:01,False,0,0,3,True,Caller 61,Opened by  8,16/3/2016 10:13,?,?,Updated by 908,Phone,Location 204,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 6,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 5,16/3/2016 10:17,24/3/2016 19:01,2,2,2,200.79999999999998,26.7,37.379999999999995,201,5.34
INC0007663,C,24/3/2016 19:01,False,1,0,4,True,Caller 3986,Opened by  301,16/3/2016 10:29,Created by 129,16/3/2016 10:56,Updated by 908,Phone,Location 179,Category 53,Subcategory 303,Symptom 88,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,18/3/2016 14:40,24/3/2016 19:01,2,2,2,200.09,42.72,64.08,400,10.68
INC0007693,C,24/3/2016 19:01,False,0,0,1,True,Caller 931,Opened by  301,16/3/2016 10:59,?,?,Updated by 908,Phone,Location 143,Category 32,Subcategory 9,Symptom 105,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 149,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 133,?,24/3/2016 19:01,2,2,2,200.03,10.68,37.379999999999995,200,5.34
INC0007778,C,26/3/2016 10:59,False,2,0,6,False,Caller 280,Opened by  397,16/3/2016 13:09,Created by 171,16/3/2016 14:01,Updated by 908,Phone,Location 161,Category 23,Subcategory 3,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 15,21/3/2016 10:02,26/3/2016 10:59,2,2,2,236.97,64.08,144.18,711,16.02
INC0007828,C,24/3/2016 19:01,False,0,0,1,True,Caller 4463,Opened by  17,16/3/2016 14:14,?,?,Updated by 908,Phone,Location 93,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 11,?,24/3/2016 19:01,2,2,2,196.78,21.36,26.7,197,5.34
INC0007836,C,26/3/2016 14:59,False,4,0,10,False,Caller 531,Opened by  397,16/3/2016 14:23,Created by 171,16/3/2016 14:30,Updated by 908,Phone,Location 204,Category 42,Subcategory 31,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 177,21/3/2016 14:48,26/3/2016 14:59,2,2,2,240.48000000000002,133.5,240.29999999999998,1202,26.7
INC0007847,C,24/3/2016 19:01,False,1,0,4,False,Caller 261,Opened by  17,16/3/2016 14:32,Created by 10,16/3/2016 14:45,Updated by 908,Phone,Location 204,Category 37,Subcategory 285,Symptom 587,?,1 - High,2 - Medium,2 - High,Group 46,Resolver 83,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 76,16/3/2016 16:59,24/3/2016 19:01,3,3,2,196.27,32.04,96.12,393,16.02
INC0007855,C,24/3/2016 19:01,False,0,0,3,True,Caller 3247,Opened by  40,16/3/2016 14:38,Created by 20,16/3/2016 14:45,Updated by 908,Phone,Location 161,Category 37,Subcategory 135,Symptom 118,?,2 - Medium,2 - Medium,3 - Moderate,Group 49,Resolver 120,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 108,16/3/2016 16:48,24/3/2016 19:01,2,2,2,196.27,5.34,26.7,196,5.34
INC0007957,C,24/3/2016 19:01,False,0,0,3,True,Caller 1579,Opened by  221,16/3/2016 16:52,Created by 98,16/3/2016 16:56,Updated by 908,Phone,Location 143,Category 46,Subcategory 223,Symptom 592,?,2 - Medium,2 - Medium,3 - Moderate,Group 55,Resolver 84,False,False,Do Not Notify,?,?,?,?,code 8,Resolved by 77,16/3/2016 17:28,24/3/2016 19:01,2,2,2,194.08,26.7,42.72,194,5.34
INC0007998,C,24/3/2016 19:01,False,1,0,4,True,Caller 3775,Opened by  55,16/3/2016 17:51,Created by 30,16/3/2016 17:59,Updated by 908,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 31,Resolver 182,False,False,Do Not Notify,?,?,?,?,code 8,Resolved by 165,17/3/2016 10:43,24/3/2016 19:01,2,2,2,193.03,42.72,64.08,386,10.68
INC0008036,C,28/3/2016 14:59,False,0,0,11,False,Caller 1010,Opened by  443,17/3/2016 05:41,?,?,Updated by 908,Phone,Location 204,Category 57,Subcategory 170,?,?,1 - High,1 - High,1 - Critical,Group 65,Resolver 180,False,True,Do Not Notify,?,?,?,?,?,Resolved by 163,23/3/2016 14:42,28/3/2016 14:59,4,3,3,273.31,8.01,48.06,273,8.01
INC0008093,C,27/3/2016 12:59,False,1,0,5,False,Caller 5559,Opened by  17,17/3/2016 08:43,?,?,Updated by 908,Phone,Location 111,Category 61,Subcategory 164,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 198,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 180,22/3/2016 12:35,27/3/2016 12:59,2,2,2,244.27,32.04,96.12,489,10.68
INC0008097,C,28/3/2016 11:59,False,1,0,6,False,Caller 5595,Opened by  397,17/3/2016 08:46,Created by 171,17/3/2016 09:00,Updated by 908,Phone,Location 204,Category 9,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 140,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 126,23/3/2016 11:36,28/3/2016 11:59,2,2,2,266.98,53.4,53.4,534,10.68
INC0008102,C,24/3/2016 19:01,False,1,0,4,True,Caller 3937,Opened by  17,17/3/2016 08:50,Created by 10,17/3/2016 09:02,Updated by 908,Phone,Location 174,Category 32,Subcategory 9,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 23,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 21,18/3/2016 08:59,24/3/2016 19:01,2,2,2,177.98,53.4,85.44,356,10.68
INC0008107,C,24/3/2016 19:01,False,0,0,1,True,Caller 2976,Opened by  168,17/3/2016 08:53,Created by 76,17/3/2016 08:54,Updated by 908,Phone,Location 161,Category 24,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 89,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 81,17/3/2016 08:54,24/3/2016 19:01,2,2,2,178.12,16.02,32.04,178,5.34
