incident_id,event,timestamp,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at,preproc_priority,preproc_impact,preproc_urgency,duration_process,gt1,gt2,gt3,gt4
INC0009775,C,27/3/2016 08:59,False,0,0,1,True,Caller 298,Opened by  17,22/3/2016 08:09,?,?,Updated by 908,Phone,Location 143,Category 32,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 11,?,27/3/2016 08:59,2,2,2,120.83,5.34,37.379999999999995,121,5.34
INC0009800,C,4/4/2016 09:59,False,1,0,9,False,Caller 3634,Opened by  390,22/3/2016 08:50,Created by 169,22/3/2016 09:01,Updated by 908,Phone,Location 143,Category 24,Subcategory 164,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 215,30/3/2016 09:03,4/4/2016 09:59,2,2,2,312.96000000000004,10.68,64.08,626,10.68
INC0009814,C,28/3/2016 09:59,False,1,0,4,True,Caller 4175,Opened by  17,22/3/2016 09:07,Created by 10,22/3/2016 09:25,Updated by 908,Phone,Location 204,Category 26,Subcategory 175,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 140,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 126,23/3/2016 09:22,28/3/2016 09:59,2,2,2,144.57,32.04,96.12,289,10.68
INC0009865,C,28/3/2016 17:59,False,0,0,3,True,Caller 4940,Opened by  390,22/3/2016 10:00,Created by 169,22/3/2016 10:11,Updated by 908,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 31,Resolver 182,False,True,Do Not Notify,?,?,?,?,code 8,Resolved by 165,23/3/2016 17:12,28/3/2016 17:59,2,2,2,151.8,10.68,26.7,152,5.34
INC0009897,C,28/3/2016 08:59,False,0,0,4,True,Caller 2349,Opened by  40,22/3/2016 10:29,Created by 20,22/3/2016 10:31,Updated by 908,Phone,Location 204,Category 53,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 53,23/3/2016 08:50,28/3/2016 08:59,2,2,2,142.47,26.7,32.04,142,5.34
INC0009909,C,4/4/2016 09:59,False,0,0,4,False,Caller 2963,Opened by  247,22/3/2016 10:38,Created by 120,22/3/2016 10:39,Updated by 908,Phone,Location 229,Category 9,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 132,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 118,30/3/2016 09:17,4/4/2016 09:59,2,2,2,311.33,16.02,37.379999999999995,311,5.34
INC0009939,C,28/3/2016 15:59,False,1,0,5,True,Caller 671,Opened by  390,22/3/2016 11:07,Created by 169,22/3/2016 11:15,Updated by 908,Phone,Location 108,Category 32,Subcategory 9,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 15,23/3/2016 14:59,28/3/2016 15:59,2,2,2,148.73,32.04,85.44,297,10.68
INC0009957,C,28/3/2016 22:59,False,0,0,4,True,Caller 1885,Opened by  17,22/3/2016 11:25,?,?,Updated by 908,Phone,Location 204,Category 20,Subcategory 125,Symptom 517,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 26,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 24,23/3/2016 22:47,28/3/2016 22:59,2,2,2,155.57,21.36,32.04,156,5.34
INC0009974,C,27/3/2016 11:59,False,0,0,3,True,Caller 576,Opened by  17,22/3/2016 11:50,?,?,Updated by 908,Phone,Location 204,Category 57,Subcategory 170,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 11,22/3/2016 11:56,27/3/2016 11:59,2,2,2,120.14999999999999,21.36,26.7,120,5.34
INC0009986,C,16/4/2016 11:07,False,10,0,35,False,Caller 559,Opened by  17,22/3/2016 12:06,Created by 10,22/3/2016 12:11,Updated by 908,Phone,Location 161,Category 9,Subcategory 164,Symptom 462,?,2 - Medium,2 - Medium,3 - Moderate,Group 62,Resolver 164,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 147,11/4/2016 10:23,16/4/2016 11:07,2,2,2,598.9499999999999,58.739999999999995,352.43999999999994,6588,58.739999999999995
INC0010017,C,9/4/2016 14:59,False,1,0,20,False,Caller 2071,Opened by  386,22/3/2016 13:40,Created by 167,22/3/2016 13:47,Updated by 908,Phone,Location 204,Category 26,Subcategory 175,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 13,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 11,4/4/2016 14:09,9/4/2016 14:59,2,2,2,433.18999999999994,53.4,53.4,866,10.68
INC0010040,C,9/4/2016 13:59,False,0,0,9,False,Caller 11,?,22/3/2016 14:05,Created by 89,22/3/2016 14:30,Updated by 908,Phone,Location 249,Category 32,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 15,4/4/2016 13:34,9/4/2016 13:59,2,2,2,431.48,26.7,37.379999999999995,431,5.34
INC0010094,C,28/3/2016 13:59,False,2,0,4,True,Caller 4519,Opened by  17,22/3/2016 14:49,Created by 10,22/3/2016 14:54,Updated by 908,Phone,Location 204,Category 61,Subcategory 36,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,Resolver 130,False,True,Do Not Notify,?,?,?,?,code 9,Resolved by 117,23/3/2016 13:53,28/3/2016 13:59,2,2,2,143.07999999999998,32.04,80.1,429,16.02
INC0010122,C,27/3/2016 15:59,False,0,0,1,True,Caller 1097,Opened by  55,22/3/2016 15:16,?,?,Updated by 908,Phone,Location 229,Category 32,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 28,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 27,?,27/3/2016 15:59,2,2,2,120.72,16.02,37.379999999999995,121,5.34
INC0010172,C,3/4/2016 17:59,False,2,0,9,False,Caller 980,?,22/3/2016 16:35,Created by 89,22/3/2016 16:41,Updated by 908,Phone,Location 51,Category 44,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 115,False,True,Do Not Notify,?,?,?,?,code 10,Resolved by 103,29/3/2016 17:00,3/4/2016 17:59,2,2,2,289.3,32.04,112.14,868,16.02
INC0010188,C,27/3/2016 17:59,False,0,0,1,True,Caller 2854,Opened by  500,22/3/2016 17:04,?,?,Updated by 908,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 232,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 211,?,27/3/2016 17:59,2,2,2,120.92,5.34,37.379999999999995,121,5.34
INC0010253,C,28/3/2016 10:59,False,1,0,6,True,Caller 2777,Opened by  94,23/3/2016 05:18,Created by 45,23/3/2016 05:27,Updated by 908,Phone,Location 108,Category 46,Subcategory 223,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 177,23/3/2016 10:58,28/3/2016 10:59,2,2,2,125.53999999999999,21.36,53.4,251,10.68
INC0010335,C,29/3/2016 10:59,False,1,0,6,True,Caller 5072,Opened by  8,23/3/2016 09:07,Created by 6,23/3/2016 09:10,Updated by 908,Phone,Location 204,Category 26,Subcategory 175,Symptom 116,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 33,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 32,24/3/2016 10:18,29/3/2016 10:59,2,2,2,145.82,53.4,85.44,292,10.68
INC0010348,C,28/3/2016 10:44,False,1,0,6,True,Caller 4237,Opened by  412,23/3/2016 09:19,?,?,Updated by 770,Phone,Location 204,Category 57,Subcategory 170,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 65,Resolver 180,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 163,28/3/2016 10:44,28/3/2016 10:44,2,2,2,121.41000000000001,32.04,74.75999999999999,243,10.68
INC0010433,C,4/4/2016 15:59,False,0,0,9,False,Caller 814,Opened by  17,23/3/2016 10:41,Created by 10,23/3/2016 10:55,Updated by 908,Phone,Location 37,Category 44,Subcategory 60,Symptom 259,?,2 - Medium,2 - Medium,3 - Moderate,Group 5,Resolver 237,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 216,30/3/2016 15:20,4/4/2016 15:59,2,2,2,293.06,10.68,48.06,293,5.34
INC0010486,C,28/3/2016 11:59,False,0,0,3,True,Caller 1904,Opened by  180,23/3/2016 11:29,Created by 81,23/3/2016 11:29,Updated by 908,Phone,Location 125,Category 51,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 85,23/3/2016 11:30,28/3/2016 11:59,2,2,2,120.5,5.34,37.379999999999995,120,5.34
INC0010609,C,28/3/2016 14:59,False,0,0,3,True,Caller 1904,Opened by  180,23/3/2016 14:52,Created by 81,23/3/2016 14:52,Updated by 908,Phone,Location 125,Category 51,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 85,23/3/2016 14:53,28/3/2016 14:59,2,2,2,120.11999999999999,26.7,48.06,120,5.34
INC0010721,C,28/3/2016 16:59,False,0,0,1,True,Caller 2621,Opened by  55,23/3/2016 16:48,?,?,Updated by 908,Phone,Location 108,Category 53,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 28,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 27,?,28/3/2016 16:59,2,2,2,120.18,21.36,32.04,120,5.34
INC0010729,C,9/4/2016 09:59,False,1,0,7,False,Caller 4159,Opened by  390,23/3/2016 16:58,?,?,Updated by 908,Phone,Location 204,Category 61,Subcategory 36,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 198,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 180,4/4/2016 09:09,9/4/2016 09:59,2,2,2,401.01,10.68,96.12,802,10.68
INC0010766,C,28/3/2016 22:59,False,2,0,4,True,Caller 1426,Opened by  17,23/3/2016 18:22,Created by 10,23/3/2016 18:31,Updated by 908,Phone,Location 36,Category 42,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 57,Resolver 101,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 91,23/3/2016 22:50,28/3/2016 22:59,2,2,2,124.47,48.06,144.18,373,16.02
INC0010790,C,30/4/2016 10:07,False,2,0,19,False,Caller 3374,Opened by  58,23/3/2016 23:19,Created by 31,23/3/2016 23:26,Updated by 908,Phone,Location 108,Category 46,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 57,Resolver 155,False,True,Do Not Notify,?,?,?,?,code 8,Resolved by 139,25/4/2016 09:14,30/4/2016 10:07,2,2,2,898.69,16.02,112.14,2696,16.02
INC0010808,C,29/3/2016 15:59,False,1,0,2,True,Caller 3410,Opened by  17,24/3/2016 06:38,Created by 10,24/3/2016 06:46,Updated by 908,Phone,Location 204,Category 26,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 15,24/3/2016 15:50,29/3/2016 15:59,2,2,2,129.22,42.72,74.75999999999999,258,10.68
INC0010830,C,18/4/2016 16:07,False,1,0,11,False,Caller 2632,Opened by  501,24/3/2016 08:22,Created by 216,24/3/2016 08:25,Updated by 908,Phone,Location 161,Category 34,Subcategory 134,Symptom 102,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 24,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 22,13/4/2016 15:22,18/4/2016 16:07,2,2,2,607.7,53.4,85.44,1215,10.68
INC0010834,C,2/4/2016 16:59,False,1,0,5,True,Caller 1658,Opened by  131,24/3/2016 08:24,Created by 62,24/3/2016 08:34,Updated by 908,Phone,Location 204,Category 53,Subcategory 303,Symptom 329,?,3 - Low,3 - Low,4 - Low,Group 25,Resolver 140,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 126,28/3/2016 16:51,2/4/2016 16:59,1,1,1,224.41,16.02,37.379999999999995,449,5.34
INC0010866,C,29/3/2016 14:59,False,1,0,3,True,Caller 2539,Opened by  17,24/3/2016 09:01,Created by 10,24/3/2016 09:17,Updated by 908,Phone,Location 35,Category 42,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 177,24/3/2016 14:14,29/3/2016 14:59,2,2,2,125.7,42.72,64.08,251,10.68
INC0010872,C,29/3/2016 12:59,False,0,0,2,True,Caller 2597,Opened by  17,24/3/2016 09:07,Created by 10,24/3/2016 09:24,Updated by 908,Phone,Location 143,Category 42,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 15,24/3/2016 12:25,29/3/2016 12:59,2,2,2,123.58999999999999,5.34,48.06,124,5.34
INC0010873,C,29/3/2016 11:59,False,1,0,3,True,Caller 4414,Opened by  433,24/3/2016 09:08,Created by 190,24/3/2016 09:11,Updated by 908,Phone,Location 51,Category 32,Subcategory 300,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 177,24/3/2016 11:19,29/3/2016 11:59,2,2,2,122.81,53.4,96.12,246,10.68
INC0010918,C,29/3/2016 14:59,False,0,0,4,True,Caller 93,Opened by  390,24/3/2016 09:58,Created by 169,24/3/2016 10:01,Updated by 908,Phone,Location 161,Category 46,Subcategory 94,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 33,Resolver 159,False,True,Do Not Notify,?,?,?,?,code 1,Resolved by 143,24/3/2016 14:54,29/3/2016 14:59,2,2,2,124.97,5.34,42.72,125,5.34
INC0011009,C,5/4/2016 12:59,False,2,0,7,False,Caller 1357,Opened by  390,24/3/2016 11:29,?,?,Updated by 908,Phone,Location 249,Category 32,Subcategory 9,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 149,False,True,Do Not Notify,?,?,?,?,code 9,Resolved by 133,31/3/2016 12:15,5/4/2016 12:59,2,2,2,289.49,80.1,96.12,868,16.02
INC0011041,C,24/4/2016 10:07,False,1,0,11,False,Caller 4255,Opened by  17,24/3/2016 12:05,?,?,Updated by 908,Phone,Location 111,Category 61,Subcategory 36,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 72,Resolver 110,False,True,Do Not Notify,?,?,?,?,code 16,Resolved by 99,19/4/2016 09:10,24/4/2016 10:07,2,2,2,742.0300000000001,53.4,74.75999999999999,1484,10.68
INC0011048,C,29/3/2016 12:59,False,0,0,1,True,Caller 3329,Opened by  108,24/3/2016 12:10,?,?,Updated by 908,Phone,Location 51,Category 20,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 56,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 52,?,29/3/2016 12:59,2,2,2,120.82,26.7,32.04,121,5.34
INC0011096,C,3/4/2016 09:59,False,2,0,11,False,Caller 3776,Opened by  17,24/3/2016 13:38,Created by 10,24/3/2016 13:46,Updated by 908,Phone,Location 108,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 15,29/3/2016 09:36,3/4/2016 09:59,2,2,2,236.20999999999998,80.1,128.16,709,16.02
INC0011131,C,2/4/2016 15:59,False,1,0,4,False,Caller 5146,Opened by  390,24/3/2016 14:25,Created by 169,24/3/2016 14:28,Updated by 908,Phone,Location 82,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 177,28/3/2016 15:44,2/4/2016 15:59,2,2,2,217.51,42.72,53.4,435,10.68
INC0011189,C,9/4/2016 09:59,False,5,0,12,False,Caller 4973,Opened by  390,24/3/2016 15:40,Created by 169,24/3/2016 15:45,Updated by 908,Phone,Location 153,Category 51,Subcategory 25,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 71,4/4/2016 09:54,9/4/2016 09:59,2,2,2,378.21999999999997,64.08,256.32,2269,32.04
INC0011217,C,29/3/2016 16:59,False,0,0,2,True,Caller 1199,Opened by  390,24/3/2016 16:14,Created by 169,24/3/2016 16:21,Updated by 908,Phone,Location 204,Category 37,Subcategory 123,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 46,Resolver 83,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 76,24/3/2016 16:50,29/3/2016 16:59,2,2,2,120.63000000000001,10.68,48.06,121,5.34
INC0011230,C,24/3/2016 18:06,False,1,0,3,True,Caller 5412,Opened by  520,24/3/2016 16:24,Created by 226,24/3/2016 16:33,Updated by 960,Phone,Location 51,Category 43,Subcategory 105,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 43,Resolver 37,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 35,24/3/2016 17:17,24/3/2016 18:06,2,2,2,1.5499999999999998,21.36,53.4,3,10.68
INC0011311,C,9/4/2016 15:59,False,1,0,7,False,Caller 859,Opened by  305,24/3/2016 20:53,Created by 130,24/3/2016 21:04,Updated by 908,Phone,Location 204,Category 26,Subcategory 175,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 15,4/4/2016 15:28,9/4/2016 15:59,2,2,2,378.91999999999996,32.04,53.4,758,10.68
INC0011355,C,30/3/2016 04:59,False,0,0,3,True,Caller 5382,Opened by  443,25/3/2016 04:32,?,?,Updated by 908,Phone,Location 161,Category 28,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 208,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 189,25/3/2016 04:46,30/3/2016 04:59,2,2,2,120.45,10.68,48.06,120,5.34
INC0011385,C,30/3/2016 11:59,False,0,0,1,True,Caller 2716,Opened by  17,25/3/2016 11:47,?,?,Updated by 908,Phone,Location 111,Category 32,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 11,?,30/3/2016 11:59,2,2,2,120.2,16.02,37.379999999999995,120,5.34
INC0011412,C,30/3/2016 15:59,False,0,0,3,True,Caller 2818,Opened by  108,25/3/2016 15:46,?,?,Updated by 908,Phone,Location 161,Category 40,Subcategory 44,Symptom 5,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 56,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 52,25/3/2016 15:58,30/3/2016 15:59,2,2,2,120.22,10.68,32.04,120,5.34
INC0011429,C,31/3/2016 00:59,False,0,0,2,True,Caller 2815,Opened by  443,26/3/2016 00:25,?,?,Updated by 908,Phone,Location 161,Category 46,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 208,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 189,26/3/2016 00:28,31/3/2016 00:59,2,2,2,120.57,10.68,37.379999999999995,121,5.34
INC0011509,C,2/4/2016 12:59,False,0,0,2,True,Caller 1589,Opened by  386,26/3/2016 16:23,?,?,Updated by 908,Phone,Location 143,Category 19,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 74,Resolver 145,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 130,28/3/2016 12:20,2/4/2016 12:59,2,2,2,164.60000000000002,26.7,26.7,165,5.34
INC0011538,C,1/4/2016 10:43,False,0,0,3,True,Caller 5589,Opened by  397,27/3/2016 06:15,?,?,Updated by 20,Phone,Location 204,Category 57,Subcategory 170,Symptom 244,?,2 - Medium,2 - Medium,3 - Moderate,Group 65,Resolver 2,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 2,28/3/2016 08:53,1/4/2016 10:43,2,2,2,124.47,26.7,37.379999999999995,124,5.34
INC0011557,C,1/4/2016 09:59,False,0,0,2,True,Caller 1904,Opened by  180,27/3/2016 09:48,Created by 81,27/3/2016 09:49,Updated by 908,Phone,Location 125,Category 51,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 85,27/3/2016 09:50,1/4/2016 09:59,2,2,2,120.17,5.34,26.7,120,5.34
INC0011565,C,1/4/2016 11:59,False,0,0,3,True,Caller 1904,Opened by  180,27/3/2016 10:40,Created by 81,27/3/2016 10:40,Updated by 908,Phone,Location 125,Category 51,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 85,27/3/2016 11:41,1/4/2016 11:59,2,2,2,121.32,26.7,42.72,121,5.34
INC0011581,C,1/4/2016 14:59,False,0,0,1,True,Caller 2038,Opened by  500,27/3/2016 14:06,?,?,Updated by 908,Phone,Location 161,Category 26,Subcategory 175,Symptom 120,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 232,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 211,?,1/4/2016 14:59,2,2,2,120.88,5.34,37.379999999999995,121,5.34
INC0011598,C,1/4/2016 21:59,False,1,0,2,True,Caller 4671,Opened by  20,27/3/2016 21:12,Created by 12,27/3/2016 21:16,Updated by 908,Phone,Location 165,Category 57,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 15,False,True,Do Not Notify,?,?,?,?,code 8,Resolved by 13,27/3/2016 21:25,1/4/2016 21:59,2,2,2,120.72,32.04,74.75999999999999,241,10.68
INC0011606,C,2/4/2016 00:59,False,1,0,3,True,Caller 660,Opened by  94,28/3/2016 00:13,?,?,Updated by 908,Phone,Location 161,Category 23,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 47,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 44,28/3/2016 00:25,2/4/2016 00:59,2,2,2,120.77,32.04,85.44,242,10.68
INC0011642,C,2/4/2016 08:59,False,0,0,2,True,Caller 5284,Opened by  40,28/3/2016 08:02,?,?,Updated by 908,Phone,Location 179,Category 26,Subcategory 175,Symptom 116,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 23,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 21,28/3/2016 08:35,2/4/2016 08:59,2,2,2,120.95,16.02,26.7,121,5.34
INC0011651,C,2/4/2016 08:59,False,0,0,3,True,Caller 5501,Opened by  17,28/3/2016 08:15,?,?,Updated by 908,Phone,Location 161,Category 40,Subcategory 44,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 11,28/3/2016 08:32,2/4/2016 08:59,2,2,2,120.74000000000001,21.36,26.7,121,5.34
INC0011667,C,2/4/2016 08:59,False,0,0,3,True,Caller 5385,Opened by  17,28/3/2016 08:32,?,?,Updated by 908,Phone,Location 108,Category 26,Subcategory 275,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 11,28/3/2016 08:47,2/4/2016 08:59,2,2,2,120.45,21.36,37.379999999999995,120,5.34
INC0011669,C,2/4/2016 15:59,False,0,0,5,True,Caller 5422,Opened by  17,28/3/2016 08:34,Created by 10,28/3/2016 08:53,Updated by 908,Phone,Location 143,Category 57,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 71,28/3/2016 15:42,2/4/2016 15:59,2,2,2,127.1,26.7,26.7,127,5.34
INC0011716,C,11/4/2016 08:59,False,1,0,13,False,Caller 4056,Opened by  8,28/3/2016 09:12,Created by 6,28/3/2016 09:16,Updated by 908,Phone,Location 143,Category 20,Subcategory 103,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 15,6/4/2016 08:33,11/4/2016 08:59,2,2,2,335.71000000000004,53.4,53.4,671,10.68
INC0011734,C,4/4/2016 10:59,False,2,0,8,True,Caller 4988,Opened by  24,28/3/2016 09:25,Created by 13,28/3/2016 09:37,Updated by 908,Phone,Location 93,Category 32,Subcategory 9,Symptom 105,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 196,30/3/2016 10:11,4/4/2016 10:59,2,2,2,169.37,32.04,112.14,508,16.02
INC0011741,C,5/4/2016 10:59,False,2,0,12,True,Caller 1353,Opened by  8,28/3/2016 09:33,Created by 6,28/3/2016 09:35,Updated by 908,Phone,Location 204,Category 9,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 227,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 206,31/3/2016 10:35,5/4/2016 10:59,2,2,2,193.41000000000003,32.04,80.1,580,16.02
INC0011805,C,2/4/2016 15:59,False,1,0,6,False,Caller 3494,?,28/3/2016 10:16,Created by 89,28/3/2016 10:24,Updated by 908,Phone,Location 108,Category 46,Subcategory 223,?,?,1 - High,1 - High,1 - Critical,Group 15,Resolver 32,False,True,Do Not Notify,Problem ID  53,?,?,?,code 6,Resolved by 57,28/3/2016 15:52,2/4/2016 15:59,4,3,3,125.58000000000001,32.04,96.12,251,16.02
INC0011856,C,6/4/2016 10:59,False,1,0,7,False,Caller 552,Opened by  17,28/3/2016 10:51,?,?,Updated by 908,Phone,Location 161,Category 61,Subcategory 36,Symptom 458,?,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 168,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 151,1/4/2016 10:20,6/4/2016 10:59,2,2,2,216.15,10.68,85.44,432,10.68
INC0011857,C,5/4/2016 16:59,False,0,0,4,True,Caller 3486,Opened by  24,28/3/2016 10:52,Created by 13,28/3/2016 10:57,Updated by 908,Phone,Location 161,Category 23,Subcategory 3,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 246,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 225,31/3/2016 16:54,5/4/2016 16:59,2,2,2,198.02999999999997,21.36,42.72,198,5.34
